медбур	best
кӧв	rope
кӧдж	peninsula
кӧдздӧдӧм	chilled
кӧдзыд	frost
кӧжа	gravel
кӧзыр	trump
кӧзюк	honey
кӧзюк	darling
кӧзяин	host
кӧзяин	husband
кӧзяйка	mistress
кӧин	wolf
кӧйдыс	seed(s)
кӧйнӧс	tub
кӧйнӧс	vat
кӧкакань	hellebore
кӧккуз	(Waldschachtelhalm)
кӧкӧм	cuckooing
кӧлдун	sorcerer
кӧлеса	wheel
кӧлуй	clothing
кӧлуй	essentials
кӧлуй	goods
кӧлуй	junk
кӧлыс	collar
кӧлысь	wedding
кӧлыш	bunch
кӧлыш	bundle
кӧлӧкӧл	bell
кӧм	shoes
кӧмкот	footwear
кӧмкот	shoes
кӧмӧк	lump
кӧмӧк	ball
кӧмӧк	clod
кӧнов	arc
кӧнтусь	hempseed
кӧпейка	copeck
кӧр	reindeer
кӧр	taste
кӧр	smell
кӧрзина	basket
кӧрт	iron
кӧртас	bunch
кӧртас	bundle
кӧртсіт	slag
кӧртым	rent
кӧртым	leasing
кӧртымалан	rental
кӧртымалысь	renter
кӧртымалысь	leaser
кӧртымалысь	tenant
кӧртӧд	string
кӧртӧд	lace
кӧртӧд	band
кӧрым	feed
кӧрым	fodder
кӧрым	fodder
кӧрым	feed
кӧрӧван	caravan
кӧрӧг	pintail
кӧрӧм	ruffled
кӧрӧм	frilled
кӧса	braid
кӧса	plait
кӧса	tress
кӧсича	temple
кӧсйӧг	intention
кӧсйӧм	want
кӧсйӧм	wish
кӧстер	fire
кӧстер	campfire
кӧстыль	crutch
кӧсьысьӧм	covenant
кӧсьысьӧм	promise
кӧсяк	doorpost
кӧсӧй	slanting
кӧта	damp
кӧті	brogues
кӧч	hare
кӧч	rabbit
кӧчпи	bunny
кӧш	dipper
кӧшель	wallet
кӧя	keel
лабич	bench
лаборатория	laboratory
лавка	store
лавка	shop
лагер	camp
лампа	lamp
лампочка	bulb
ларёк	stall
латшӧг	wolverine
латынь	Latin
лача	hope
лебйодка	winch
лев	lion
легенда	legend
лейтенант	lieutenant
лек	pastern
лекарство	medicine
лекарь	physician
лекарь	surgeon
лектор	lecturer
лектричество	electricity
лекция	lecture
лем	glue
лем	paste
ленинец	leninist
ленинизм	leninism
лента	film
леопард	leopard
лес	material
лесоводство	silvaculture
лесоматериал	timber
лесӧб	sleet
лечитчысь	healer
лечитысь	healer
лечитысь	curer
ликёр	liqueur
линейка	ruler
литература	literature
литературнӧй	literary
литр	liter
лицей	Lyceum
лицензия	licence
личкаланін	press
личӧд	priviledge
личӧд	advantage
лишнӧй	superfluous
лишнӧй	unnecessary
лов	being
лов	soul
лов	spirit
ловжӧдӧм	revival
ловзьӧм	reviving
ловзьӧм	enlivening
ловзьӧм	resurrection
ловпу	alder
ловтӧмтор	inanimate
ловъя	cash
логика	logic
локӧб	chunk
лолалӧм	respiration
лолалӧм	breathing
ломтас	fuel
лоп	spleen
лоӧмтор	event
лоӧмтор	fact
лук	onion
лун	day
лунвыв	south
луннебӧг	diary
луннебӧг	journal
лунпас	calendar
луншӧр	noon
лутш	joint
лы	bone
лыа	sand
лыд	number
лыд	number
лыдакыв	numeral
лыддьӧг	list
лыддянтор	reading
лыдпас	number
лыдпас	figure
лыдпасъяс	figures
лыдпасъяс	statistics
лыжник	skier
лызь	ski
лым	snow
лымдорчача	snowdrop
лыс	pine)
лысва	dew
лыска	coniferous
лыян	pistol
лыян	revolver
льгота	priviledge
льгота	favour
лэбалан	airplane
лэбач	bird
лэбув	awning
лэбув	shade
лэбув	shed
лэбын	hayfork
лэч	trap
лэчтан	sharpener
любов	love
лют	incline
лют	bent
лютеран	Lutheran
ляс	tag
лёгосьт	rope
лёкгаг	lizard
лёкиник	poor
лёкиник	bad
лёклун	wickedness
лёклун	evilness
лёльӧ	snail
лӧг	anger
лӧглун	anger
лӧдз	gadfly
лӧдз	horsefly
лӧж	lie
лӧнин	tuulensuoja
лӧнин	suojanpuoli
лӧнин	suvanto
лӧнин	tyven
лӧс	attic
лӧс	loft
лӧсьӧдӧм	produced
лӧсявтӧмтор	absurdity
ма	honey
мавзолей	mausoleum
мавтас	oil
мавтас	lubricant
мавтас	grease
мавтчысь	painter
магазин	store
магазин	shop
мада	butterfly
маджӧс	threshhold
мазі	bee
майбыр	luck
майбыр	lucky
майонез	mayonnaise
майтӧг	soap
малямыш	Bullhead
маляр	painter
мам	mother
мамалӧм	maternity
мамалӧм	motherhood
мамук	mother
мамук	mom
манак	munk
манастыр	monastery
манян	vagina
марка	brand
марля	guaze
марля	cheesecloth
маръямоль	peony
маска	mask
мастерскӧй	shop
мастерскӧй	workshop
математик	mathematician
математика	mathematics
материал	material
материк	continent
матка	compass
матка	frog
мать	curse
мать	oath
мафия	Mafia
мач	ball
мачта	mast
машина	car
машинист	machinist
машинист	engineer
маяк	lighthouse
мебель	furniture
мегыр	bow
мегыр	arch
мед	wage
меда	hired
медаль	medal
меж	buck
меж	ram
меж	buck
межа	boundary
мезд	freedom
мездлун	freedom
мек	bellows
мел	chalk
мельнича	mill
мелілун	pleasantness
менеджер	manager
мера	limit
мерлина	carcass
мероприятие	measure
места	place
метафора	metaphor
метод	method
механик	mechanic
мешӧк	bag
микроб	microbe
микроскоп	microscope
микрофон	microphone
милиционер	militiaman
милиция	militia
мина	mine
министерство	ministry
министр	minister
минут	minute
мир	peace
мир	world
миритчытӧмлун	irreconcilability
миритчытӧмлун	intransigence
миса	mica
миф	myth
мич	beauty
мичлун	beauty
мог	goal
мог	function
мода	fashion
моздор	arms
моздор	armload
мой	beaver
монография	monograph
монтёр	mounter
монумент	monument
морков	carrot
морт	person
мортвуж	humanity
мортвуж	mankind
морткуз	(Waldschachtelhalm)
морттуй	behavior
морттуй	character
морттуй	reason
морттуй	skill
морфема	morpheme
морфология	morphology
моряк	sailor
морӧс	chest
морӧс	breast
моски	boardwalk
моски	sidewalk
моски	pavement
мотик	motorcycle
мотоцикл	motorcycle
мошна	scrotum
мрамор	marble
му	field
му	pasture
му	land
му	country
мувердас	fertilizer
мудерлун	slyness
мудз	fatigue
мудзӧм	fatigue
мудӧд	mound
мужичӧй	man
музей	museum
музыка	music
муктыр	vein
мукӧдтор	other
муош	mole
мупытштуй	subway
мупытштуй	underground
мурквечик	woodcock
мурквечик	wren
муртӧс	measure
мус	liver
муса	sweetheart
мусер	landscape
мусерпас	map
мусин	soil
мусин	ground
мусин	land
мусир	petroleum
мусир	oil
мускул	muscle
муслун	love
мусюр	mountain
мути	devil
муюгыд	world
мыв	awareness
мыгӧр	body
мыгӧр	figure
мыгӧр	form
мыджӧд	bulwark
мыж	guilt
мыж	sin
мыж	crime
мык	dace
мыль	growth
мыль	abscess
мыль	boil
мыльк	heap
мын	duty
мын	customs
мыр	foam
мыр	stump
мырпом	cloudberry
мытшӧд	obstacle
мытшӧд	hardship
мыш	back
мэр	mayor
мӧвп	thought
мӧвп	idea
мӧвпыштӧм	imagination
мӧвпыштӧм	invention
мӧкӧй	burbot
мӧкӧй	eelpout
мӧлӧт	hammer
мӧс	cow
мӧчала	bast
набережнӧй	embankment
навигация	navigation
наган	revolver
надея	hope
надзор	inspection
нажӧвитчанін	job
нажӧтка	earnings
нажӧтка	reward
нажӧтка	wages
наказнӧй	mandated
налим	burbot
налим	eelpout
налог	tax
нальк	trap
напилӧк	file
нарад	order
нарколог	narcologist
наркология	narcology
наркотик	narcotics
нарман	rake
народ	people
народ	nation
нарт	oppression
нартитӧм	oppression
насекомӧй	insect
насос	pump
натшальник	chief
натшальник	head
натшальник	boss
натшальник	superior
наука	science
начальник	chief
начальник	head
начальник	boss
небеса	sky
небзьӧдӧм	softening
небӧг	book
небӧгкуд	library
небӧгтор	brochure
нек	milt
нелючки	fault
нелючки	defect
нелючки	disorder
немеч	German
неминуча	accident
ненеч	Nenets
нерв	nerve
нефть	oil
нефть	petroleum
ниа	larch
нига	book
низь	sable
ним	name
нималан	glory
нималан	fame
нимберд	postposition
нимвежтас	pronoun
нимпас	appellation
нимпас	name
нимчукӧр	(imennik)
нин	bast
нинпу	ENG
нинӧм	jibberish
нитш	moss
ног	method
ног	manner
ногакыв	gerund
ножич	scissors
ной	cloth
ном	mosquito
номер	number
ноп	knapsack
норасьысь	plaintiff
норма	norm
норматив	norm
нуантор	freight
нук	grandchild
нур	food
нур	sustenance
нуръя	soup
ны	pile
ныв	girl
ныв	daughter
ныв	daughter
ныв	girl
нывбаба	woman
нывбаба	lady
ныр	nose
ныр	muzzle
нырвизь	direction
нырис	feel
нырис	instinct
нырладор	fore
нырщик	director
нырщик	leader
нырщик	boss
ньылӧм	sweat
ньӧв	arrow
ньӧв	arrow
нэм	century
нэм	life
нюйт	silt
нюр	swamp
нюраин	bog
няйт	dirt
няйт	filth
нямӧд	sissy
нянь	bread
нянь	grain
няньшом	dough
няртала	lasso
нёкчим	gills
нёнь	teat
нёнь	breast
нӧб	burden
нӧбасьӧм	pregnancy
нӧдкыв	riddle
нӧк	smetana
об	aunt
обезьяна	monkey
оберст	colonel
обласьт	oblast
оборона	defence
оборудование	equipment
обрад	rite
обрад	ceremony
образ	image
образование	formation
образование	education
общество	company
объединение	union
объединение	association
объект	object
объект	establishment
объект	works
обычай	custom
