abstrákta	abstrakti
fáippas	huiske
fáksa	faksi
fákta	vahti
fákta	päivystys
fálaldat	tarjous
fális	valas
fálli	jalohaukka
fánen	piru
fánten	pahus
fápmu	voima
fárju	purjekangas
fárppal	tynnyri
fárru	seurue
fárta	vauhti
fárvealla	hyvästit
fástavuorru	vakiovuoro
fástu	paasto
fátmi	syli
fáttar	kummi
fáttar	kuoma
fávre	hyväkäs
fáŋga	vanki
gaccastat	lusikallinen
gaccastat	raapaisu
gaccepaš	lapintiainen
gaccet	talitiainen
gacceš	sorkkanahka
gaccir	niskakuoppa
gahkká	änkyttäjä
gahpir	lakki
gahpir	myssy
gahpárus	sykkyräsuoli
gahtte	kiehkuraishylje
gaiba	lippa
gaibagahpir	lippalakki
gaigŋir	kyynärpää
galba	kilpi
galba	leuka
galbarihcci	kilpikonna
galbmaguolli	pakastekala
galbmagáhkkor	vilukissa
ganjal	kyynel
gapmu	aavistus
garccastat	sitaisu
gardnjil	kyynärpää
garggas	ryöppy
garjá	varis
garra	kuori
garraláibi	näkkileipä
gaska	väli
gaskabeaivi	keskipäivä
gaskabeaivvit	keskipäivä
gaskaidja	keskiyö
gaskaijarock	keskiyörokki
gaskamuddu	puoliväli
gaskan	puolivalmis
gaskasiidu	keskiaukeama
gaskavahkku	keskiviikko
gaskavuohta	suhde
gaskaáigi	keskiaika
gaskkas	kataja
gassaborgi	purka
gassaváhkká	reisilihakset
gassodat	paksuus
gatna	hilse
gavdda	riite
gavja	pöly
gavvaras	kippurakärki
gazza	kynsi
gazzabiza	kynsiajos
gazzaš	sorkkanahka
gaŋgi	köntys
gažaldat	kysymys
geafivuohta	köyhyys
geahpedus	poisto
geahpis	keuhko
geahppamielki	kevytmaito
geahčastat	katse
geahčastat	ilme
geahči	kärki
geahči	pää
geahččaleapmi	kokeilu
geahččaleapmi	koe
geahčči	katsoja
geaidnodoaimmahat	tielaitos
geaidnoguorra	tienpenger
geaidnu	tie
geainnohisvuohta	tiettömyys
geainnohisvuohta	neuvottomuus
gealboguovddáš	kompetenssikeskus
gealddáhat	virike
geallir	kellari
gealva	kaulin
geardeviessu	kerrostalo
geardi	kerta
gearjádus	kerjuu
gearpmaš	käärme
gearra	malja
gearregat	käräjät
gearret	käräjä
gearru	käärö
geasis	kesättivaljaat
geasku	käsky
geassebivttas	kesävaatteet
geasseguohtun	kesälaidun
geasseluopmu	kesäloma
geassemánnu	kesäkuu
geassenávet	kesänavetta
geasseorohat	kesäalue
geassesadji	kesäalue
geassi	kesä
geastegiivvár	kestikievari
geasuheaddji	viehättävä
geasáhat	suonenveto
geatki	ahma
geatnegasvuohta	velvollisuus
geavahanvuoigatvuohta	käyttöoikeus
geavaheaddji	käyttäjä
geavaheapmi	käyttö
geavahus	käyttö
geavla	pikkutakki
geavŋŋis	köngäs
geazaldat	puohde
geađaš	ohimo
geađgenjuorju	kirjohylje
geađgerásttis	kivitasku
geađgi	kivi
geaŧŧu	kehto
gefodat	köyhyys
gelbbolašvuohta	kelpoisuus
gelbbolašvuohta	kompetenssi
gelbbolašvuođaguovddáš	kompetenssikeskus
geres	pulkka
giddagas	vankila
gieddegeašgálgu	tietäjäeukko
gieddegeašáhkku	tietäjäeukko
gieddesuoidni	niittynurmikka
gieddešládja	kenttälaji
gieddi	kenttä
giegacizáš	käenpiika
giegir	henkitorvi
giehka	käki
giehmánni	kauppias
giehpa	noki
giehta	käsi
giehtagávva	käsikynkkä
giehtalávka	käsilaukku
giehtaspábba	käsipallo
giehtačálus	käsikirjoitus
gielda	kunta
gieldagas	kinnerjänne
gieldaviessu	kunnantalo
gieldda	kielto
gielddaplána	kuntasuunnitelma
gielddastivra	kunnanvaltuusto
gielddastivra	kunnanhallitus
gielddasámegiella	kildininsaame
gielddus	kielto
gieldá	kangaskeltalieko
gielis	vale
gielká	kelkka
giella	ansa
giella	kieli
giellabargu	kielityöntekijä
giellabeassi	kielipesä
giellaguovddáš	kielikeskus
giellaguovlu	kielialue
giellagursa	kielikurssi
giellakursa	kielikurssi
giellaláhka	kielilaki
giellalávdegoddi	kielilautakunta
giellanjuolggadus	kielisääntö
giellaprošeakta	kieliprojekti
giellarádjá	kieliraja
giellaráđđi	kielineuvosto
giellastivra	kielijohtokunta
giellavealgu	sinirinta
čuohtegiella	satakieli
čuohtegielaš	satakieli
gielu	verihyytymä
gierdavašvuohta	kärsivällisyys
gierddus	vanneaines
gierdu	vanne
gierdu	ympyrä
gietkka	komsio
gietkka	kätkyt
gieva	suonsilmäke
gievdni	ämpäri
gievdni	kahvipannu
gievkkan	keittiö
gieđahallan	käsittely
gieđalatheargi	käsihärkä
gieđbmi	kattila
gieđbmi	pannu
gieđbmi	sanko
gihcci	eläin
gihli	kihla
gihpa	kansio
giikan	kiikari
giilu	jouhivihvilä
giippár	tynnyrintekijä
giisá	kirstu
giitalus	kiitos
giittos	kiitos
giitu	kiitos
gikta	kyyti
gilisearvi	kyläseura
giliviessu	seuratalo
giliviessu	seurahuone
giljobaš	kiljuhanhi
gilká	tiuku
gilli	kylä
gilljon	kiljuhanhi
gillámuš	kärsimys
gilvaleaddji	kilpailija
gilvu	kilpailu
gilvvohallan	kilpailu
giláš	kylä
ginttal	kynttilä
ginttal	vahakynttilä
girdi	lentokone
girdi	lentäjä
girdišillju	lentokenttä
girdno	kirnu
girdnu	kirnu
girjebusse	kirjabussi
girjegávpi	kirjakauppa
girjehildu	kirjahylly
girjerádju	kirjasto
girjerájus	kirjasto
girječálli	kirjailija
girji	kirja
girji	kirje
girjjálašvuohta	kirjallisuus
girjjáš	kirjanen
girjáivuohta	kirjavuus
girkobáiki	kirkkopaikka
girkodepartemeanta	kirkkoministeriö
girkodepartementa	kirkkoministeriö
girkoeallin	kirkkoelämä
girkogárdi	hautausmaa
girkoráđđi	kirkkoneuvosto
girkosiida	kirkonkylä
girkočoahkkin	kirkkokokous
girku	kirkko
giron	kiiruna
girsa	pukki
gissa	mekastus
gissor	kisura
gistu	ruumisarkku
gitárra	kitara
givgás	kiuas
givlo	kiulu
givssideapmi	kiusaaminen
givssádus	kiusa
givssádus	kiusanhenki
givssádus	kidutus
giđđa	kevät
giđđadálvi	kevättalvi
giđđageassi	suvi
gižaldat	sarana
glássa	ikkuna
goahccevuovdi	havumetsä
goahcci	neulanen
goahki	kuomu
goahtemuorra	ruode
goahtemuorra	kotapuu
goahti	kota
goaigi	uroskärppä
goaigi	hujoppi
goaivu	lapio
goalki	tyyni
goallossátni	yhdyssana
goallu	lamppu
goalsi	pikkukoskelo
goalšu	ruoko
goansta	taide
goargu	sukunimi
goarpa	korppi
goarru	räätäli
goarrunmašiidna	ompelukone
goarrunmášiidna	ompelukone
goarta	kortti
goartil	vartti
goaski	täti
goaskin	kotka
goassige	koskaan
goavdi	katos
goavdi	komo
goaŋku	keitinselkä
goaŧŧu	kohtu
gobbá	kovakuoriainen
gobmi	kummitus
goddesarvvis	villihirvas
goddesáhpán	sopuli
goddi	peura
goddi	villiporo
goddin	tappaminen
goddin	saaminen
gohcci	valvoja
gohpi	kuoppa
gohppa	kuppi
gohppi	lahti
gohppu	kuppi
gohttensadji	leirintäalue
gohttá	leivos
gohttá	viineri
gohči	puukonnysä
gohččun	kutsu
gohččun	käsky
goidoš	vätys
goikebiergu	kuivaliha
goikeguolli	kuivakala
goikket	karvakenkä
goikket	nutukas
goiku	jano
golahus	kulutus
golgadeaddji	kulkuttaja
golggahus	vuodatus
golggotmánnu	lokakuu
golgodávda	kulkutauti
golka	isokulkunen
gollebahta	kiiltokärpänen
gollen	kultasormus
gollerássi	rentukka
gollečeahppi	kultaseppä
golli	kulta
gollu	kulu
golláš	silmäterä
golmmeš	kolmonen
golve	tinauskolvi
gomu	jyrkänne
gonagas	kuningas
gonagasbárdni	prinssi
gonagasnieida	prinsessa
gonagasreabbá	kuningasrapu
gone	koni
gonte	kontti
goppalákču	suursukeltaja
goppás	koppakuoriainen
gordesuoidni	korte
gordni	jyvä
gorostat	ommel
gorostat	ompelulanka
gorsa	kuilu
gorut	raato
gorut	vartalo
gorži	koski
gosahat	yskä
gotka	muurahainen
govdodat	leveys
govva	kuva
govvabláđđi	kuvalehti
govvadáidda	kuvataide
govvagirji	kuvakirja
govvaráidu	sarjakuva
govvaráidu	kuvasarja
govvejeaddji	kuvaaja
govven	kuvaaminen
govččas	peitto
govččas	peite
gođus	kudos
gođus	kudelma
gođán	kudelma
gođđu	kutu
gožu	noki
gráda	aste
grámma	gramma
gráđđa	aste
gubbi	kyssäniska
gudda	hyöty
gudni	kunnia
guhkan	kukkuja
guhkesbearjadat	pitkäperjantai
guhkkodat	pituus
guhkkodatnjuiken	pituushyppy
guhkká	kukka
guhkká	siankärsämö
guhkkár	kukkaro
guhppejeaddji	kuppari
guhppá	kuppaus
guhppár	veripaltto
guhtamáhka	kalansuolimakkara
guigu	hieho
guite	kuitti
guksi	kuksa
guksi	äyskäri
gulahus	kuulutus
gulaskuddan	kuulustelu
gulbmi	silmäkulma
gulca	puukonnysä
guldaleaddji	kuuntelija
gullevašvuohta	kuuluisuus
gulli	kuulija
gulli	kuuntelija
gullu	kuloheinä
gummebáddi	kuminauha
gummestevvel	kumisaapas
gumpe	susi
gumppus	veripaltto
guobaldat	poimutus
guoddi	kantaja
guoddi	vasoja
guoddá	patja
guoddá	tyyny
guoggun	kurkunpää
guohcarássi	suopursu
guohkki	kuokka
guohpa	home
guohttelus	kiila
guohtumat	laidunresurssit
guohtun	laidun
guohtuneanan	laidunalue
guohtunguovlu	laidunalue
guohár	kuohari
guoibmi	puoliso
guoibmi	avopuoliso
guoibmi	kumppani
guoika	koski
guoikgáhrit	koskikara
guoksa	maiti
guolbi	lattia
guolbmá	karvanluonti
guoldu	lumipenkka
guoldu	viima
guolehisvuohta	kalattomuus
guolga	karva
guollebargu	kalastustyö
guollebivdi	kalastaja
guollebivdu	kalastus
guollebivdu	kalastaminen
guollegáhkku	kalapulla
guollejávri	kalajärvi
guollelihkku	kalaonni
guolleoaivi	kalapää
guollerusttet	kalatehdas
guolleskadjá	kalastusvaja
guolleskadjá	venevaja
guolli	kala
guolástanvuoigatvuohta	kalastusoikeus
guolásteaddji	kalastaja
guolásteapmi	kalastus
guolásteapmi	kalastaminen
guolástus	kalastus
guolástusministtar	kalastusministeri
guolástuspolitihkka	kalastuspolitiikka
guopmi	kitalaki
guopmolággá	umpisuoli
guoppar	sieni
guorahallan	selvitys
guorbban	pahanilmanlintu
guorbmi	kuorma
guorbá	pahanilmanlintu
guorga	kurki
guorká	lapamato
guorssahat	köhä
guorti	kasvain
guossa	kuusi
guosselatnja	vierashuone
guossi	vieras
guosttaheavdni	lumikirppu
guotku	kannas
guottu	juurakko
guottádat	hankikanto
guovdajuohku	tasajako
guovddaš	keskus
guovddáš	keskus
guovddáš	keskusta
guovllas	kaulain
guovllupolitihkka	aluepolitiikka
guovllustivra	aluehallitus
guovlodepartemeanta	alueministeriö
guovlodepartementa	alueministeriö
guovloministtar	alueministeri
guovlu	seutu
guovlu	alue
guovludepartemeanta	alueministeriö
guovludepartementa	alueministeriö
guovssahasat	revontuli
guovssat	nieriä
guovssu	koitto
guovttegielalašvuohta	kaksikielisyys
guovttegielatvuohta	kaksikielisyys
guovttos	kaksikko
guovttáš	kakkonen
guovvamánnu	helmikuu
guovža	karhu
guođohanbarta	paimenmökki
guođoheaddji	paimen
guppar	kupari
guret	kurenauha
gurgadas	jono
gurgadas	rivi
gurgadas	säe
gurká	kurkku
gurppastat	niputusnaru
gurra	kuilu
gursa	kurssi
gursalatnja	kurssihuone
gurutbellodat	vasemmistopuolue
guskkádávda	tyrä
gussa	lehmä
gussagoalsi	isokoskelo
gutna	tuhka
guvllár	puoskari
guvtteš	kakkonen
guvžá	meritaimen
guđeš	kuutonen
guškkástat	pikkukuovi
gáddadas	pari
gáddebuvvet	viklo
gáddenjuorju	norppa
gáddi	ranta
gádjit	pikkukajava
gáfeboddu	kahvitauko
gáfeboddu	kahvituokio
gáfehádja	kahvintuoksu
gáfestus	kauhistus
gáfet	kahvi
gáffal	haarukka
gáffe	kahvi
gáffeboddu	kahvitauko
gáffegohppa	kahvikuppi
gáffádat	kahvila
gággá	leili
gáhkkor	kaakkuri
gáhkku	kakku
gáhkká	silmämuna
gáhta	katu
gáhtaearru	katuristeys
gáhtta	katu
gáhttu	katto
gáhttu	kissa
gáhtu	katumus
gáhčči	pihka
gáhčči	valaannahka
gáhčču	kiire
gáibi	leuka
gáibmi	kaima
gáibádus	vaatimus
gáica	vuohi
gáimmežat	kaimakset
gáiru	merilokki
gáisi	vuorenhuippu
gáisá	vuorenhuippu
gáivo	kaivo
gájanas	kaiku
gákci	kahdeksikko
gákkis	sarka
gákkis	kangas
gákti	lapinpuku
gákšu	naarassusi
gákšu	narttu
gála	kahlaamo
gálbbenjunčuonjá	pikkukiljuhanhi
gálbbenjunčuonjá	valkoposkihanhi
gálbi	vasikka
gálbmi	metsähauta
gáldu	lähde
gálggan	kampa
gálgu	vaimo
gálgu	eukko
gállis	aviomies
gállis	ukko
gállis	äijä
gállis	miekkonen
gállot	kallokas
gállu	otsa
gálojeatni	käly
gálvagorddet	peltokorte
gálvu	tavara
gáma	kenkä
gámagoarrun	kengänkudonta
gámme	turvekammi
gámmir	kamari
gámmir	makuuhuone
gámmár	kamari
gámmár	makuuhuone
gánda	poika
gánddaš	poikanen
gánis	ristiluu
gáranas	korppi
gáranasmuorji	riekonmarja
gáranasmuorji	sianpuolukka
gáranasmánnu	huhtikuu
gáranasrássi	ruohokanukka
gárastat	naru
gárastat	siima
gárbmestovla	nojatuoli
gárdi	aitaus
gárdi	poroaita
gárdi	kaarre
gárgolaš	karkulainen
gárgu	rantakivikko
gárta	kartta
gárvu	vaate
gárvu	asu
gárvu	pukimet
gáržžideapmi	rajoitus
gássa	laatikko
gássa	kassa
gássi	termimaito
gássi	korvavaha
gásta	kaste
gásta	kastejuhla
gásttadas	kostuke
gátku	katko
gáttehas	maakrapu
gávas	haukotus
gávcceš	kasi
gávdnjarakkis	suolinkainen
gávgil	kaukalo
gávnnas	nauru
gávnnit	vuodevaatteet
gávnnit	sänkyvaatteet
gávpebargi	myyjä
gávpebargi	virkailija
gávpedepartemeanta	kauppaministeriö
gávpegálvu	kauppatavara
gávpejas	kauppias
gávpi	kauppa
gávpi	liike
gávpot	kaupunki
gávppašanlihppu	kauppalista
gávppašanlistu	kauppalista
gávppašeapmi	kaupanteko
gávppálaš	kauppias
gávstá	kausta
gávttehas	lapinpukuinen
gázzi	seurue
gázzi	perhekunta
gázzi	porukka
gáđffáš	isolumikko
gáđohus	kadotus
gáŋga	kanki
gášan	kailottaja
haddi	hinta
haran	murisija
harcabáddi	hirttoköysi
harcamuorra	hirsipuu
harri	murisija
haŋŋá	alli
headjaskeaŋka	häälahja
heagga	henki
heahki	häkä
heahpu	häpy
heahpu	häveliäisyys
heahtedilli	kriisi
heahteveahkki	ensiapu
heahti	hätä
heaibu	paini
heaidna	hiomakivi
heajastalli	häävieras
heajat	häät
healbmi	helma
heallu	paasi
heallá	paasi
healsa	terveys
hearci	keimailija
heargevuodju	poroajo
heargi	porohärkä
heargi	ajoporo
hearrá	herra
hearrávuohta	herruus
hearta	hertta
heasta	hevonen
heasttahas	hevosmies
heavdni	hämähäkki
heavsmánni	kapteeni
heavuš	hevonen
heavval	höylä
heađálaš	hädänalainen
heaŋgalohkka	riippulukko
heaŋggu	jyrkänne
hehttehus	este
hehttehus	haitta
hehttehus	häiriö
heitojupmi	lakkautus
heiveheapmi	sopeutuminen
hejoš	raukka
helbmo	helmi
helikopter	helikopteri
hellodagat	helluntai
helloduorastat	helluntaipäivä
helloduorastat	helluntaitorstai
helvet	helvetti
heláduorastat	helluntaipäivä
heláduorastat	helluntaitorstai
herkken	härkin
hersko	herkku
hevro	höyry
heđen	sikiö
heđen	hedelmä
heŋge	kieleke
heŋggon	hanko
hieibma	tuulenviri
hieibma	tuulenhenkäys
hihtat	polttiainen
hiistu	veto
hiistu	vedonlyönti
hilbbot	villikko
hilcu	tytönhattara
hildu	hylly
hillaruovssut	tulikettu
hilsku	rikkaruoho
hipmu	himo
hirri	haaru
hirsa	hirsi
historjá	historia
historjá	tarina
historjásearvi	historiaseura
hivsset	vessa
hivvi	hyväkäs
hiđaš	polttiainen
hiŋggal	pilttu
hiŋggal	parsi
hiŋkkas	nyyhkytys
hoagan	hokija
hoahkan	loru
hoahkka	piikkihai
hoahppu	kiire
hoalan	jaarittelija
hoavda	johtaja
hoavrran	mankuja
hoavva	haavi
hoavva	hovi
hoaŋka	hanka
hoašša	korte
holbbis	hulpiokangas
holbi	hulpa
holbi	hulpio
holga	vave
holve	holvi
hommá	homma
homofiila	homofiili
honet	hunaja
horbmá	maitohorsma
hotealla	hotelli
hovdejeaddji	holhooja
hovdejeaddji	vastaava
hubmi	puhuja
huikinjoavku	huutosakki
huikkan	huutaja
huikkanas	huutokerta
huikkas	huuto
huikkas	meteli
huksehus	rakennus
huksen	rakentaminen
huksenlohpi	rakennuslupa
huksenláhka	rakentamislaki
hupma	puheensorina
hupma	humina
hurri	teeri
hábmen	muotoilu
hádja	haju
hága	haka
háhku	aie
háhtta	hattu
háhtádus	kiusankappale
hálbma	olki
hálddahanguovlu	hallintoalue
hálddahus	hallinto
hálddašanguovlu	hallintoalue
hálddašanláhka	hallintolaki
hálddašanorgána	hallintoelin
hálddašanortnet	hallintojärjestelmä
hálddašanovddasvástádus	hallintovastuu
hálddašanplána	hallintosuunnitelma
hálddašeapmi	hallinto
háldi	maahinen
hálgu	halko
hálka	ruokki
hálla	puhe
hállemas	pyhäinpäivä
hálli	puhuja
hálli	puolestapuhuja
hállu	halu
hálvvát	pahus
hámmelheanni	merisaamelaisnainen
hámsson	näykkijä
hánar	kitupiikki
hápman	satama
hápmi	ulkonäkö
hárdu	hartia
hárjehallanbivttas	jumppavaatteet
hárjehallanbivttas	harjoitteluvaatteet
hárjehallanbuvssat	harjoitteluhousut
hárjehallanbuvssat	treenihousut
hárjehallanjáhkka	harjoittelutakki
hárjehallanjáhkka	verryttelytakki
hárjeheaddji	harjoittelija
hárjehus	harjoitus
hárpá	harppu
hárát	harava
háse	haasio
háskil	merikihu
hástalus	haaste
hávda	haahka
hávdda	haude
hávdi	hauta
hávdna	satama
hávga	hauki
hávgarássi	heinävita
hávla	hauli
hávvar	kaura
hávvi	haava
hávvi	kerta
háŋgu	heinähanko
identitehta	identiteetti
idja	yö
idjabivttas	yöpuku
idjaloddi	helmipöllö
idni	pohjankatinlieko
iešdovdu	itsetunto
iešmearridanvuoigatvuohta	itsemääräämisoikeus
iešmearrideapmi	itsemäärääminen
iešstivrejupmi	autonomia
iešvuohta	ominaisuus
iežaskapitála	pääoma
iežáhus	muutos
ihkkon	sontaluukku
ihkkon	ikkuna
ihtalupmi	ihottuma
ihtamas	ihottuma
ildu	hylly
illu	ilo
indiána	intiaani
industriija	teollisuus
informašuvdna	tiedotus
infrastruktuvra	infrastruktuuri
innovašuvdna	innovaatio
instituhtta	laitos
instituhtta	instituutti
institušuvdna	laitos
interneahtta	internetti
interneahttasiidu	nettisivu
internáhtta	sisäoppilaitos
internáhtta	internaatti
investeren	investointi
ipmi	täti
ipmil	jumala
ipmil	jumalatar
ipmilbálvalus	jumalanpalvelus
ipmárdus	ymmärrys
ipmárdus	ymmärtäminen
irgi	poikaystävä
irgi	sulhanen
isit	aviomies
iskan	koe
iskkadeaddji	tiedustelija
iskkadeapmi	tutkimus
iskkus	koe
ivdni	väri
ivguheasta	yykeänhevonen
iđit	aamu
iđitbiebmu	aamupala
iđitbiebmu	aamiainen
iđitgáffe	aamukahvi
jagiáigi	vuodenaika
jahkebealli	puolivuosi
jahkedieđáhus	vuosikertomus
jahkečoahkkin	vuosikokous
jahkečuohti	vuosisata
jahki	vuosi
jallodat	hulluus
jalŋŋis	kanto
jaman	rähisijä
jarfi	pullukka
jargŋa	pullistuma
jaskatvuohta	hiljaisuus
jassa	lumiläiskä
jeaggi	suo
jeagil	jäkälä
jearahallan	haastattelu
jearaldat	kysymys
jearransátni	kysymyssana
jeasta	hiiva
jeatká	jätkä
jeđđehus	lohdutus
jeđđejeaddji	lohduttaja
jiegis	partahylje
jiehkki	jäätikkö
jiehtanas	jättiläinen
jiekta	kihti
jiekŋa	jää
jiella	veto
jielti	punotus
jielti	verirakkula
jienahisvuohta	äänettömyys
jienahisvuohta	käheys
jienahisvuohta	vaitonaisuus
jienasteaddji	äänestäjä
jienasteapmi	äänestys
jierbmi	järki
jietna	ääni
jievjaskuolfi	tunturipöllö
jieŋas	jääsilta
jieŋas	jäätie
jieŋkʼgávli	jääkieleke
joahca	jymy
joatkka	jatke
joatkka	jatko
joatkkaoahpahus	jatkokoulutus
joatkkaoahppu	jatkokoulutus
joatkkaskuvla	lukio
joatkkaskuvla	ammattikoulu
joatkkasoahti	jatkosota
joavdelasvuohta	joutavuus
joavdelasvuohta	joutilaisuus
joavgga	nietos
joavkobargu	ryhmätyö
joavku	ryhmä
jogaš	puro
joggeskuovva	lenkkikenkä
joggeskuovva	lenkkitossu
johka	joki
johkafanas	jokivene
johkagáddi	joenranta
johtalusgalba	liikennemerkki
johtalusčuovga	liikennevalo
johtilvuohta	nopeus
johtilvuohta	kaupattavuus
johtolatčuovga	liikennevalo
johtu	kulkeminen
johtu	liike
johtui	liikkeelle
jokŋa	puolukka
jolla	jolla
jonssot	juhannus
jorbmi	syvänne
jorgaleaddji	kääntäjä
jorgalus	käännös
jorgalus	kääntymys
jorralus	lankeemus
jorri	pyörre
journalista	toimittaja
jođiheaddji	johtaja
jugahus	juotos
jugešvuohta	juoppous
juggi	painanne
jugus	juoma
jugástat	juotava
jugástat	juoma
juhkamuš	juoma
juhkan	juominen
jukca	velli
juksu	kolja
jukta	jodiliuos
julevsámegiella	luulajansaame
julevsápmelaš	luulajansaamelainen
julevsápmi	luulajansaame
julevsápmi	luulajansaamelainen
julevusámegiella	luulajansaame
julggaštus	julistus
julii	heinäkuu
julla	jylinä
julla	jyminä
jumeš	kaksonen
jumešbealli	kaksonen
junii	kesäkuu
juoga	vedenjakaja
juogadeapmi	jakelu
juogus	jaos
juogut	juolukka
juohkin	jako
juohkki	jakaja
juohku	jako
juoigankonsearta	joikukonsertti
juoigi	joikaaja
juoksa	jousi
juolgeluš	jalkopää
juolgesuorbma	varvas
juolgi	jalka
juopmu	niittysuolaheinä
juovka	jouhi
juovlabáhkka	joulupaketti
juovlabáhkka	joululahja
juovlafeasta	joulujuhla
juovlagoarta	joulukortti
juovlakoarta	joulukortti
juovlaluopmu	joululoma
juovlalávlla	joululaulu
juovlamuorra	joulukuusi
juovlamuorra	joulupuu
juovlamánnu	joulukuu
juovlapáhkka	joulupaketti
juovlapáhkka	joululahja
juovlaruohtta	jouluaatto
juovlaskeaŋka	joululahja
juovlastállu	joulupukki
juovlastállu	joulutonttu
juovlačikŋa	joulukoriste
juovllat	joulu
juovva	juova
jurdda	ajatus
jurdda	idea
jurddašanvuohki	ajatustapa
jurista	juristi
jurra	jyrinä
jurssahas	jyrsepala
justiisadepartemeanta	oikeusministeriö
juvla	pyörä
juvla	rengas
juŋgel	viidakko
jábmi	kuoleva
jáffu	jauho
jáffut	jauhot
jáfu	jauho
jáhkka	takki
jáhkku	esitys
jáhti	jata
jálás	jalas
jámeš	haamu
jámeš	vainaja
jámálgaddanvihki	kaatumatauti
jándor	vuorokausi
jánovár	tammikuu
jápmin	kuolema
jápmu	kuolema
járehus	jaaritus
jávkan	poissaolo
jávregáddi	järvenranta
jávri	järvi
kafea	kahvila
kakáo	kaakao
kaleanddar	kalenteri
kandidáhtta	ehdokas
kansliija	kanslia
kantiidna	ruokala
kantiidna	kuppila
kantuvra	toimisto
kanála	kanava
kapihtal	kappale
kapitála	pääoma
karantena	karanteeni
kaseahtta	kasetti
kaseahttačuojanas	kasettisoitin
keailu	vuononhaara
keaisár	keisari
keaksa	keksi
keallir	kellari
kempe	miekkonen
kempe	hienostelija
kievkkan	keittiö
kihtet	kettinki
kihtta	kitti
kiikkár	kiikari
kilo	kilo
kilomehter	kilometri
kino	elokuvateatteri
kioska	kioski
kirku	kirkko
kloasttar	luostari
klubba	klubi
klássa	luokka
klássalatnja	luokkahuone
kneakta	sotamies
knáhppá	kuppa
knállja	nalli
koaffar	matkalaukku
koahkka	kokki
koarra	kuoro
koarta	kortti
kohppa	kuppi
kollektiiva	kollektiivi
kollektiviseren	kollektivisointi
komišuvdna	komissio
kommentára	kommentti
kommišuvdna	komissio
konfereansa	konferenssi
konferánsa	konferenssi
konfirmašuvdna	rippijuhla
konfirmašuvdna	konfirmaatio
konfirmánta	rippiläinen
konklušuvdna	päätelmä
konsearta	konsertti
konsearta	esitys
konsuleanta	konsulentti
konto	tili
kontrákta	sopimus
kontu	tili
konvenšuvdna	konventio
konvenšuvdna	sopimus
kopiija	moniste
kore	kori
korta	kortti
kreakta	suppilo
kreakta	syöpä
kredihttakoarta	luottokortti
kriita	liitu
krisensurbmi	riisiryyni
kristtalašvuohta	kristinusko
krohppa	ruho
krubbá	seimi
kruvdna	kruunu
kruvdno	kruunu
kruvdnu	kruunu
kruvvá	kaivos
krámbuvda	kauppaliike
krámpa	kramppi
krána	nostokurki
kránnjá	naapuri
