абонементный	абонемента
нищета	гӧлюлов
новация	выльтор
новина	
новинка	выльтор
нога	кок
ноготь	гыж
ноздря	син
нокаут	нокаут
номер	номер
номерок	номерок
норд	
норд	войвыв
нос	ныр
носоглотка	ныркӧрша
носорог	
ночва	шердын
ночник	дзузган
ночь	вой
нудист	нудист
нумерация	номеруйтӧм
нумерация	дорвывтӧм
нутрия	
нутро	сьӧлӧм
нянечка	
нянька	
оазис	оазис
оба	ис.
оба	ӧтмӧдар
оба	кыкнан
обабок	кӧчгоб
обделка	вӧчӧм
обеднение	гӧльмӧм
обеднение	гӧльмӧдӧм
обедня	ӧбедня
обезьяна	ӧблезяна
обелиск	обелиск
оберег	видзӧг
обескровление	вынтӧммӧм
обеспеченность	могмӧдӧм
обеспложивание	изгармӧдӧм
обеспложивание	гӧльмӧдӧм
обесцвечение	кельдӧдӧм
обесцвечение	бледмӧм
обжаривание	жаритыштӧм
обжорливость	пӧтлытӧмлун
обзор	тыдалӧм
обивка	нӧйтӧм
обивка	эжӧд
обида	
обида	ӧбиднӧ
обитатель	олысь
обитель	манастыр
обколка	чуктӧдтӧм
область	обласьт
облатка	кышйӧг
облачение	пасьтӧдӧм
облачение	пасьтасьӧм
обледенение	йизьӧм
облепиха	облепиха
облечение	пасьтӧдӧм
обливание	киськасьӧм
обливание	киськалӧм
облигация	облигация
облом	чегӧм
облом	чегӧмин
облучение	
обмазка	мавтӧм
обмазка	мавтас
обмер	мерайтӧм
обмин	
обмин	талялӧм
обмин	небзьӧдӧм
обмолот	вартӧм
обмотка	
обмывание	мыськалӧм
обмётывание	быгӧртӧм
обнесение	гӧгӧртӧдӧм
обобщение	ӧтвывтӧм
обогатитель	
обогащение	бурмӧдӧм
обогревание	шонтӧм
обогреватель	шонтӧд
