aakkosellinen	alfabehtalaš
kevättalvi	giđđadálvi
kidus	suovdi
kidutus	givssádus
kiehkuraishylje	gahtte
kiekko	skierru
kieleke	heŋge
kieli	giella
kieli	njuovčča
kielialue	giellaguovlu
kielijohtokunta	giellastivra
kielikeskus	giellaguovddáš
kielikurssi	giellakursa
kielikurssi	giellagursa
kielilaki	giellaláhka
kielilautakunta	giellalávdegoddi
kielineuvosto	giellaráđđi
kielioppi	giellaoahppa
kielipesä	giellabeassi
kieliprojekti	giellaprošeakta
kieliraja	giellarádjá
kielisääntö	giellanjuolggadus
kielityöntekijä	giellabargu
kielto	gieldda
kielto	gielddus
kieltäymys	biehttalus
kierros	jorus
kierto	garvin
kiertue	gierdomátki
kierukka	spirála
kihara	smarfi
kihara	smarvi
kihla	gihli
kihlakunnantuomari	sundi
kihti	jiekta
kiikari	giikan
kiikari	kiikkár
kiila	guohttelus
kiiltokärpänen	gollebahta
kiinnostus	beroštupmi
kiinnostus	beroštus
kiintiö	earri
kiirastorstai	skilleduorastat
kiire	hoahppu
kiire	gáhčču
kiiruna	giron
kiista	nággu
kiitos	giitu
kiitos	giittos
kiitos	táhkka
kiitäjäinen	áhčešeatni
kilahdus	skilanas
kildininsaame	gielddasámegiella
kilinä	skálla
kilinä	skilla
kilistin	skilan
kilistin	skilanas
kiljuhanhi	giljobaš
kiljuhanhi	gilljon
kilkahdus	skilkkanas
kilkutin	skilkkanas
killinki	skillet
kilo	kilo
kilogramma	kilográmma
kilometri	kilomehter
kilpa	ridnu
kilpailija	gilvaleaddji
kilpailu	gilvu
kilpailu	gilvvohallan
kilpi	galba
kilpikonna	galbarihcci
kimalainen	uvlu
kimppu	gihppu
kimppu	gihppu
kinnerjänne	gieldagas
kinos	čeargga
kioski	kioska
kipeä	bávččas
kipinä	čuonan
kippurakärki	gavvaras
kipu	bávččas
kirja	girji
kirjabussi	girjebusse
kirjahylly	girjehildu
kirjailija	čálli
kirjailija	girječálli
kirjaimisto	alfabehta
kirjain	bustávva
kirjakauppa	girjegávpi
kirjakieli	girjegiella
kirjakoi	muohcu
kirjallisuus	girjjálašvuohta
kirjanen	girjjáš
kirjasto	girjerájus
kirjasto	girjerádju
kirjasto	bibliotehka
kirjavuus	girjáivuohta
kirje	girji
kirje	reive
kirje	breava
kirjelmä	čálus
kirjohylje	geađgenjuorju
kirjoittaja	čálli
kirjoittaminen	čállin
kirjoittamiskurssi	čállinkursa
kirjoittamiskurssi	čállingursa
kirjoitus	čála
kirjoitus	čállu
kirjoituskurssi	čállinkursa
kirjoituskurssi	čállingursa
kirjoitustapa	čállinvuohki
kirjoitusvihko	čállingirji
kirkkaus	čuovgadas
kirkko	girku
kirkko	kirku
kirkkoelämä	girkoeallin
kirkkoherra	girkohearrá
kirkkokokous	girkočoahkkin
kirkkoministeriö	girkodepartemeanta
kirkkoministeriö	girkodepartementa
kirkkoneuvosto	girkoráđđi
kirkkopaikka	girkobáiki
kirkolliskokous	girkolaščoahkkin
kirkonkylä	márkan
kirkonkylä	márkanbáiki
kirkonkylä	girkosiida
kirkuna	šnjirggas
kirnu	girdnu
kirnu	girdno
kirous	dubmehus
kirppu	lávkkis
kirskuna	šnjirggas
kirstu	giisá
kirstu	bumbá
kirveenterä	ákšodearri
kirveentuppi	ákšoskuohppu
kirves	ákšu
kirveskalsu	buldu
kirvesvarsi	ákšonađđa
kisa	gilvu
kisa	gilvvohallan
kissa	bussá
kissa	gáhttu
kissa	busegáhttu
kissaeläin	bussáealli
kissankello	biellorássi
kisu	bussá
kisura	gissor
kita	suovdi
kita	soalvi
kitakieleke	spatni
kitalaki	guopmi
kitara	gitárra
kitti	kihtta
kitti	čihtta
kitupiikki	hánar
kiuas	givgás
kiulu	givlo
kiusa	givssádus
kiusaaminen	givssideapmi
kiusanhenki	givssádus
kiusankappale	háhtádus
kivespussi	buđđá
kivi	geađgi
kivikausi	geađgeáigi
kivitaide	báktedáidda
kivitasku	geađgerásttis
kiväärinsuojus	filttar
klassikko	klassihkar
klubi	klubba
koe	geahččaleapmi
koe	iskkus
koe	iskan
kohde	čuozáhat
kohina	šuvva
kohtaamispaikka	deaivvadanbáiki
kohtalo	vuorbi
kohtaus	dohppehallan
kohtu	goaŧŧu
kohu	šlápma
koillinen	novrrán
koillistuuli	novrrán
koira	beana
koiranen	beatnagaš
koiranpentu	vielppis
koiras	varis
koiravaljakko	beanaráidu
koitto	guovssu
koivu	soahki
koivukanki	veadjočuoibmi
koivunkylkijäkälä	beassegatna
kokeilu	geahččaleapmi
kokemus	čađaheapmi
kokemus	vásihus
kokki	koahkka
kokoelma	čoakkáldat
kokonaisuus	ollisvuohta
kokoonpano	čoakkádus
kokous	čoahkkin
kokous	čoakkán
kokousjohtokunta	čoahkkinjođihangoddi
kokouskirja	čoahkkingirji
kolikko	šlánta
kolja	juksu
kollega	bargoskihpár
kollektiivi	kollektiiva
kollektivisointi	kollektiviseren
kolmannes	goalmmádas
kolmio	golbmačiehka
kolmipiikki	ruovdegulmmet
kolmonen	golmmeš
koltankieli	nuortalašgiella
koltansaamelainen	nuortalaš
koltansaamenkieli	nuortalašgiella
kolttasaamelainen	skoalta
kolttasaamelainen	skoltalaš
komedia	komediija
komentaja	stivrrár
komento	kommanderen
komissio	kommišuvdna
komissio	komišuvdna
komitea	komitea
kommentti	kommentára
kommunismi	kommunisma
kommunisti	kommunista
komo	goavdi
komojää	roavru
kompetenssi	gelbbolašvuohta
kompetenssikeskus	gelbbolašvuođaguovddáš
kompetenssikeskus	gealboguovddáš
komponentti	komponeanta
komsio	gietkka
kone	mašiidna
kone	mášiidna
konferenssi	konferánsa
konferenssi	konfereansa
konfirmaatio	konfirmašuvdna
konflikti	konflikta
kongressi	kongreassa
koni	gone
konkurssi	konkursa
konkurssi	reastaluvvan
konsertti	konsearta
konsulentti	konsuleanta
kontti	gonte
konventio	konvenšuvdna
koodi	koda
koostumus	čoakkádus
koostumus	čohkkehus
koostumus	čoahkádus
kopio	kopiija
koppakuoriainen	goppás
kori	kore
kori	kurva
kori	mársu
koriste	čikŋa
korjaamo	divohat
korjaamo	biiladivohat
korjaus	divodus
korjaustarvike	diva
korkeakoulu	allaskuvla
korkeus	allodat
korkeus	allatvuohta
korkeushyppy	allodatnjuiken
korko	reantu
koroke	aládas
korppi	gáranas
korppi	buldugas
korppi	goarpa
korppi	ruŋka
korppu	kávrret
korte	cubborássi
korte	gordesuoidni
korte	hoašša
kortti	goarta
kortti	koarta
kortti	korta
koru	čikŋa
korva	beallji
korvaus	buhtadus
korvaus	buhtadas
korvavaha	gássi
kosinta	soagŋu
kosiomatka	soagŋu
koskaan	goassige
kosketin	čuggenskáhpu
koski	guoika
koski	gorži
koskikara	guoikgáhrit
kostea	lávttas
kosteus	lávttas
kosto	máksu
kostuke	gásttadas
kostuke	lávttadas
kostuke	njuoskkadas
kota	goahti
kota	lavdnjegoahti
kota	darfegoahti
kotapuu	goahtemuorra
kotelo	skuohppu
koti	ruoktu
kotiapulainen	ruovttuveahkki
kotiapulainen	siidaveahkki
kotiavustaja	ruovttuveahkki
kotieläin	šibit
kotihiiri	ruksessáhpán
kotikaupunki	ruovttugávpot
kotikenttä	ruovttušillju
kotimaa	ruovttueanan
kotipaikka	ruovttubáiki
kotiseutu	ruovttuguovlu
kotisivu	ruovttusiidu
kotitalous	ruovttudoallu
kotitehtävä	ruovttubargu
kotityö	leaksu
kotka	goaskin
koto	ruoktu
koukku	faggi
koukkunokka	skuohpponjunni
koulu	skuvla
kouluaine	skuvlafága
kouluhistoria	skuvlahistorjá
koulukaveri	skuvlaskibir
koulukirja	skuvlagirji
koulukunta	skuvla
koululapsi	skuvlamánná
koulupiha	skuvlašillju
koulupäivä	skuvlabeaivi
koulureppu	skuvlaseahkka
koulutunti	skuvladiibmu
koulutunti	skuvlatiibma
koulutus	skuvlejupmi
kouluvuosi	skuvlajahki
koura	čárvá
kovakuoriainen	gobbá
kramppi	krámpa
kreikka	greikkagiella
kreivi	greavva
kriisi	heahtedilli
kriitikko	kritihkar
kristinusko	kristtalašvuohta
kritiikki	kritihkka
kruunu	ruvdno
kruunu	ruvdnu
kruunu	kruvdnu
kruunu	kruvdno
kudelma	gođus
kudelma	gođán
kudos	gođus
kuhnailija	duđan
kuikka	dovtta
kuilu	gorsa
kuilu	gurra
kuitti	guite
kuivakala	goikeguolli
kuivaliha	goikebiergu
kukka	guhkká
kukka	lieđđi
kukka	rássi
kukkaro	guhkkár
kukko	vuoncávarris
kukkuja	guhkan
kukkula	boldni
kuksa	guksi
kulho	kumma
kuljettaja	vuoddji
kuljetus	fievrrideapmi
kulkeminen	johtu
kulku	johtu
kulkuri	vánddardeaddji
kulkutauti	golgodávda
kulkuttaja	golgadeaddji
kullero	boallorássi
kullero	boallooaivi
kulma	čiehka
kulma	nurki
kuloheinä	gullu
kulta	golli
kultamitali	gollemedállja
kultaseppä	gollečeahppi
kultasormus	gollen
kulttuuri	kultuvra
kulttuurielämä	kultureallin
kulttuurijärjestö	kulturorganisašuvdna
kulttuurikeskus	kulturguovddáš
kulttuurikoulu	kulturskuvla
kulttuurilautakunta	kulturlávdegoddi
kulttuuriministeri	kulturministtar
kulttuuriministeriö	kulturdepartemeanta
kulttuuriministeriö	kultuvradepartemeanta
kulttuurineuvosto	kulturráđđi
kulttuuripalkinto	kulturbálkkašupmi
kulttuuriperinne	kulturárbi
kulttuuripiiri	kulturbiras
kulttuuripolitiikka	kulturpolitihkka
kulttuurirahasto	kulturfoanda
kulttuuritalo	kulturviessu
kulttuuritavoite	kulturulbmil
kulttuuritoiminta	kulturdoaibma
kulttuuriviikko	kulturvahkku
kulu	gollu
kuluttaja	geavaheaddji
kuluttaja	golaheaddji
kulutus	golahus
kuminauha	gummebáddi
kumisaapas	gummestevvel
kummi	fáttar
kummipoika	vivva
kummisetä	ristáhčči
kummitus	balddonas
kummitus	gobmi
kummitäti	risteadni
kummivanhin	risváhnen
kumppani	guoibmi
kuningas	gonagas
kuningaskunta	gonagasriika
kuningasrapu	gonagasreabbá
kuningatar	dronnet
kunnanelätti	kássahas
kunnanhallitus	gielddastivra
kunnanhallitus	suohkanstivra
kunnanjohtaja	ráđđeolmmái
kunnanjohtaja	ráđđealmmái
kunnantalo	ráđđeviessu
kunnantalo	gieldaviessu
kunnanvaltuusto	gielddastivra
kunnanvaltuusto	suohkanstivra
kunnia	gudni
kunnianmies	dánamánni
kunta	gielda
kunta	suohkan
kuntasuunnitelma	gielddaplána
kunto	ortnet
kuohari	guohár
kuohu	boršu
kuokka	guohkki
kuokkavieras	sniiggár
kuola	soalsi
kuolema	jápmin
kuolema	jápmu
kuolemanenne	veaiggas
kuoma	fáttar
kuomu	goahki
kuoppa	roggi
kuoppa	gohpi
kuopus	váhkar
kuori	garra
kuorma	guorbmi
kuoro	koarra
kuorsaus	snuhrra
kupari	guppar
kupla	bulljaras
kupla	bulljarakkis
kuplahylje	ávjjur
kupoli	kubbel
kuppa	knáhppá
kuppari	guhppejeaddji
kuppaus	guhppá
kuppi	gohppu
kuppi	gohppa
kuppi	kohppa
kuppila	kantiidna
kurenauha	guret
kurenauha	snoraldat
kurinpitäjä	stivrejeaddji
kuritus	bagadeapmi
kurjenkanerva	váravárpá
kurki	guorga
kurkku	čotta
kurkku	gurká
kurkkutauti	čottabávččas
kurkkutulehdus	čottaboalddáhat
kurkunpää	guoggun
kurssi	kursa
kurssi	gursa
kurssihuone	kursalatnja
kurssihuone	gursalatnja
kustannus	goasttádus
kustantamo	lágádus
kutojuusto	ruškesvuostá
kutsu	gohččun
kutsu	bovdehus
kutsu	bovden
kutsumus	bovdejupmi
kutu	gođđu
kuu	mánnu
kuukausi	mánnu
kuula	kuvlla
kuulija	gulli
kuuluisuus	gullevašvuohta
kuulustelu	gulaskuddan
kuulutus	gulahus
kuuma	báhkka
kuume	feber
kuuntelija	guldaleaddji
kuuntelija	gulli
kuuro	oakti
kuurous	bealjehisvuohta
kuusi	guossa
kuutamo	mánoheahpi
kuutio	bircu
kuutonen	guđeš
kuva	govva
kuvaaja	govvejeaddji
kuvaalbumi	govvagirji
kuvaaminen	govven
kuvakirja	govvagirji
kuvalehti	govvabláđđi
kuvasarja	govvaráidu
kuvataide	govvadáidda
kuvaus	govvádus
kuvio	govadat
kveeni	kvena
kveeni	kveana
kyky	nákca
kylki	siidu
kylki	gilga
kylmyys	buolaš
kylpyamme	lávgungárri
kylpyhuone	basadanlatnja
kylpyhuone	lávgunlatnja
kylpylä	lávggohat
kyltti	šilta
kylä	gilli
kylä	báikegoddi
kylä	giláš
kyläkokous	suohkančoahkkin
kyläseura	gilisearvi
kymmenesosa	logádas
kymmenys	divat
kymppi	logeš
kynnys	šielbmá
kynsi	gazza
kynsiajos	gazzabiza
kynttilä	ginttal
kynä	peanna
kynä	beanna
kyse	jearaldat
kyssäniska	gubbi
kysymys	gažaldat
kysymys	jearaldat
kysymyssana	jearransátni
kysyntä	jearaldat
kyynel	ganjal
kyynärpää	gardnjil
kyynärpää	gaigŋir
kyynärä	állan
kyyti	sáhttu
kyyti	gikta
käenpiika	giegacizáš
käheys	jienahisvuohta
käki	giehka
käly	gálojeatni
kännykkä	mobiila
känsä	spártu
käpy	bihcebáhce
käpy	báhcat
kärki	njunuš
kärki	geahči
kärppä	buoidda
kärpänen	čuru
kärsimys	gillámuš
kärsivällisyys	gierdavašvuohta
käräjä	gearret
käräjäoikeus	diggegoddi
käräjät	diggi
käräjät	gearregat
käsi	giehta
käsikirjoittaja	
käsikirjoitus	giehtačálus
käsikynkkä	giehtagávva
käsilaukku	giehtalávka
käsilaukku	feasku
käsipallo	giehtaspábba
käsite	doaba
käsittely	gieđahallan
käsitys	áddejupmi
käsitys	ipmárdus
käsityö	duodji
käsityö	sámeduodji
käsityöhuone	duodjelatnja
käsityökirja	duodjegirji
käsityöliike	duodjegávpi
käsityöläinen	duojár
käsityönäyttely	duodječájáhus
käsky	gohččun
käsky	báhkkon
käsky	geasku
kätilö	sealgeeadni
kätkyt	gietkka
kävelijä	vázzi
kävely	vázzin
kävelytie	vázzingeaidnu
käynti	galledeapmi
käynti	fitnan
käyrä	sodju
käyrä	moalki
käyttäjä	geavaheaddji
käyttäminen	geavaheapmi
käyttö	geavaheapmi
käyttö	atnu
käyttö	atnin
käyttö	geavahus
käyttöjärjestelmä	geavahanvuogádat
käyttöoikeus	geavahanvuoigatvuohta
käyttötarkoitus	geavahanulbmil
käytäntö	láhttenvuohki
käytäntö	meannu
käytös	ealageardi
käännös	jorgalus
kääntymys	jorgalus
kääntymys	birrabotnjalus
kääntymys	botnjalus
kääntäjä	jorgaleaddji
kääpiö	dorri
käärinliina	várju
käärme	gearpmaš
käärö	gearru
köhä	guorssahat
kömmänä	buvri
köngäs	geavŋŋis
könkämävuomalainen	rosttot
köntys	gaŋgi
köyhyys	geafivuohta
köyhyys	gefodat
laajuus	viidodat
laakso	leahki
laakso	vággi
laastari	plásttar
laatikko	gássa
laatikko	kássa
laatikko	skáhppu
laatu	láhki
laatu	kvaliteahtta
laatu	dássu
laavu	lávvu
laavukangas	loavdda
ladelma	barddáldat
lahja	skeaŋka
lahja	attáldat
lahko	sierrasearvi
lahti	luokta
lahti	gohppi
laidun	guohtun
laidun	ealáhat
laidun	láiddon
laidunalue	guohtunguovlu
laidunalue	guohtuneanan
laidunresurssit	guohtumat
laihuus	ruoinnasvuohta
laina	loatna
lainsäädäntö	láhkaásaheapmi
laiskuri	láikkan
laiskuri	láiká
laite	rusttet
laite	bierggas
laite	apparáhta
laitos	ásahus
laitos	instituhtta
laitos	institušuvdna
laiturivarasto	brugga
laiva	fanas
laivasto	suvddus
laji	čearda
laji	šládja
laki	láhka
laki	lága
lakiehdotus	láhkaevttohus
lakiehdotus	láhkaárvalus
lakilautakunta	láhkalávdegoddi
lakimuutos	láhkarievdadus
lakipäätös	láhkamearrádus
lakiteksti	láhkateaksta
lakityö	láhkabargu
lakka	luomi
lakka	láttat
lakka	láhkka
lakkahillo	luomemeastu
lakkautus	heitojupmi
lakki	gahpir
lakki	šávká
lakko	bargoheaitta
lakoheinä	njejohat
lama	deprešuvdna
lammas	sávza
lampaanhoito	sávzadoallu
lampaannata	njeavdi
lampi	láttu
lamppu	lámpá
lamppu	goallu
lamppu	lámpu
lampunkupu	kubbel
lampunsydän	veaika
lanka	láigi
lanka	árpu
lankeemus	jorralus
lankkusaha	pláŋkosahá
lanko	máhka
lannoite	dukta
lantalainen	lánnot
lantti	lánto
lapa	láhpi
lapa	speađđu
lapaluu	beađbi
lapamato	guorká
lapasotka	fiehta
lapinpuku	gákti
lapinpukuinen	gávttehas
lapinpöllö	ránesskuolfi
lapinsirkku	cizopaš
lapintiainen	gaccepaš
lapintiira	čearrit
lapio	goaivu
lapio	spáđđa
lappi	sápmi
lapsenlapsenlapsi	áhkkut
lapsenlapsi	mánáidmánná
lapsenlapsi	áhkkut
lapsenlapsi	áddjut
lapsi	mánná
lapsivesi	váhpi
lapsonen	mánáš
lapsuus	mánnávuohta
lasi	láse
lasi	lássa
laskettelumäki	čierastallanluohkká
laskiainen	láskkáš
laskimo	morči
laskos	lotnji
lasku	rehket
lasta	stielku
lastenkirja	mánáidgirji
lastenkoti	mánáidruoktu
lastensuojelu	mánáidsuodjalus
lastentarha	mánáidgárdi
lastentarhalaki	mánáidgárdeláhka
lastentarhapaikka	mánáidgárdesadji
lastentarhatarjonta	mánáidgárdefálaldat
lastentunti	mánáidboddu
lastentuokio	máinnas
lastentuokio	mánáidboddu
lastenvahti	mánnábiigá
lastenvahti	mánnágeahčči
lastu	vuolahas
latina	latiinnagiella
latkittava	čuogus
lato	láhtu
lattia	láhtti
lattia	loaidu
lattia	guolbi
lattiamatto	láhtterátnu
lattiapalkki	niskkis
latu	láhttu
lauantai	lávvordat
lauantai	lávvardat
laukaus	skuohtta
laukku	lávka
laulaja	lávlu
laulajatar	lávlu
laulaminen	lávlun
laulu	lávlla
laulukilpailu	lávlungilvu
laulukirja	lávllagirji
lauma	valvi
lause	cealkka
lauseke	dajus
lausunta	deklamašuvdna
lausunto	cealkámuš
lauta	fiellu
lautakunta	lávdegoddi
lautamies	lávdealmmái
lautanen	tallearka
lautanen	dállearka
lautanen	dallearka
lautta	fearga
lava	lávdi
lavuaari	basadangárri
lavuaari	bassangárri
lavuaari	bassanálddis
lehdistö	preassa
lehdistökeskus	preassaguovddáš
lehdistökuva	preassagovva
lehdistötiedote	preassadieđáhus
lehmä	gussa
lehti	aviisa
lehti	áviisa
lehti	bláđđi
lehti	lasta
lehtikota	lastagoahti
lehtilato	lastagoahti
lehtinen	gihpa
lehto	rohtu
lehtokorte	njoammelsuoidni
leijona	ledjon
leikkaus	čuohpadus
leikki	leaika
leikki	duogur
leikkijä	duhkaraddi
leikkijä	duhkoraddi
leikkijä	duhkordalˈli
leikkikalu	duhkoras
leikkikaveri	duhkoraddanskibir
leikkiteline	stoahkanapparáhtta
leikkivene	sakkis
leili	gággá
leima	steampal
leipomo	láibbohat
leipä	láibi
leipäviipale	láibevajahas
leiri	leaira
leirintäalue	gohttensadji
leiviskä	veakta
leivos	gohttá
lelu	stoagus
lelu	duhkoras
lemmikki	biebmoealli
lemmikkieläin	biebmoealli
lempi	ráhkisvuohta
lempinimi	jiellahastalannamma
leninki	čuvla
leninki	vuolpu
lenkkikenkä	joggeskuovva
lenkkitossu	joggeskuovva
lento	girdin
lentoasema	girdišillju
lentoasema	girdihámman
lentokenttä	girdišillju
lentokone	girdi
lentäjä	girdi
leppä	leaibi
lerppa	šleanci
lesbo	lesba
leski	leaska
leskimies	leaska
letku	lággá
leuka	galba
leuka	gáibi
leveys	govdodat
leveäpyrstökihu	mearraháskil
levottomuus	dilihisvuohta
levottomuus	leabohisvuohta
levy	skearru
levy	duolbbus
levy	pláhta
levykauppa	skearrogávpi
levyliike	skearrogávpi
levä	deappu
levä	dárra
liberaali	liberála
liehuke	diehppi
liekaporo	veattat
liekovarpio	ruvdorássi
liemi	liepma
liemi	čuogus
lieska	njivžžanas
liha	biergu
lihakeitto	biđus
lihakeitto	biergomális
lihakeitto	biergomálli
lihapata	biergogievdni
lihas	deahkki
lihatalas	biergoskadjá
lihava	buoidi
lihavaja	biergoskadjá
lihavoileipä	biergoláibi
lihavuus	buidodat
lihavuus	buoidivuohta
liiga	divišuvdna
liika	liigi
liike	fitnodat
liike	gávpi
liike	johtu
liike	lihkadus
liike	rámbuvri
liikemies	fitnodatolmmái
liikenne	johtolat
liikenne	johtalus
liikennemerkki	johtalusgalba
liikennevalo	johtalusčuovga
liikennevalo	johtolatčuovga
liiketoiminta	fitnodatdoaibman
liikevaihto	vuovdimat
liikkeelle	johtui
liikunta	lášmmohallan
liima	liibma
liina	liidni
liina	beavdeliidni
liite	mielddus
liite	čuovus
liito	lihttu
liitos	lakta
liitto	lihttu
liittovaltio	
liittymä	geaidnolakta
liitu	kriita
liivi	liiva
liivit	veasta
lilja	lilljá
lima	njivli
limonaadi	limonáda
limonaati	bruvsa
limsa	bruvsa
linja	linjá
linja	linnjá
linja	linjjá
linjaautonkuljettaja	bussevuoddji
linkku	skáida
linko	šleaŋgu
linko	šliŋgu
linna	šloahtta
linnoitus	ladni
linnunvarvas	lottegazza
lintu	loddi
lipas	skriidna
lippa	snuiba
lippa	gaiba
lippalakki	gaibagahpir
lippalakki	snuiba
lippu	leavga
lippu	bileahtta
lippu	lihppu
lippu	lávda
lippu	flágga
lipputanko	leavgastággu
liputuspäivä	leavgabeaivi
lirinä	šnjoarra
lisenssi	liseansa
lista	listu
lista	lista
listaehdokas	listaevttohus
lisuke	bajálaš
lisä	lassi
lisäys	lassi
lisäys	lasáhus
lisäys	lassáneapmi
lisäys	lasiheapmi
lisää	lasi
lisääntyminen	lassáneapmi
litra	lihtter
litra	lihtar
liukueste	coakci
logiikka	logihkka
logo	logo
lohduttaja	jeđđejeaddji
lohdutus	jeđđehus
lohenpoikanen	luossaveajet
lohenpyyntö	luossabivdi
lohi	luossa
lohijoki	luossajohka
lohikalastus	luossabivdu
lohikilpailu	luossagilvu
lohikäärme	guovdi
lohipala	luossabihttá
lohityyppi	luossanálli
lohivoileipä	luossaláibi
lohko	laiggus
lohkoperuna	laiggasbuđet
loiskahdus	stužanas
loito	loaidu
lokakuu	golggotmánnu
loma	luopmu
lomake	skovvi
lomapäivä	luopmobeaivi
lomittaja	návetvázzi
lompakko	bursa
lompakko	ruhtabursa
lompolo	luoppal
loppiaispäivä	loahppášbeaivi
loppu	loahppa
loppupuoli	loahpageahči
lopputulos	loahppaboađus
loru	hoahkan
loukko	loavku
loukko	skugga
lounas	lunša
lounas	beaivemális
luennoitsija	logaldalli
luento	logaldallan
luettelo	listu
luistin	luiste
lukeminen	lohkan
lukeminen	lohkamuš
lukija	lohkki
lukija	lohki
lukio	joatkkaskuvla
lukkari	luhkkár
lukko	lohkka
lukko	loahkka
luku	lohku
lukujärjestys	diibmoplána
lukujärjestys	lohkanortnet
lukujärjestys	tiibmaplána
lukukappale	lohkanbihttá
lukukirja	lohkangirji
lukumäärä	lohku
lukumäärä	lohkomearri
lumi	muohta
lumikelkka	skohter
lumikelkka	skuter
lumikelkka	mohtorgielká
lumikirppu	guosttaheavdni
lumilauta	čieran
lumiläiskä	jassa
lumipenkka	guoldu
lumipyry	borga
lumipyry	muohtti
lumisää	muohtti
lumiukko	muohtaáddjá
lumivyöry	uđas
lunastaja	lonisteaddji
lunastus	lonástus
lunni	bovttáš
luode	oarjedavvi
luoja	sivdnideaddji
luoja	luovvi
luokittelu	klassifiseren
luokka	luohkká
luokka	klássa
luokkahuone	skuvlalatnja
luokkahuone	luohkkálatnja
luokkahuone	klássalatnja
luokki	luogga
luola	biedju
luomenreuna	ramas
luominen	sivdnideapmi
luonne	luondu
luonnonpuisto	luonddumeahcci
luonnonresurssi	luondduriggodat
luonnonresurssi	luondduresursa
luonnonsuojeluliitto	luonddugáhttenlihttu
luonnontiede	biologiija
luonnontiede	luonddudieđa
luonnonvara	luondduriggodat
luonnos	čálus
luonto	luondu
luostari	kloasttar
luoti	luođđa
luotsi	lovssa
luotsi	loksa
luottamus	luohttámuš
luottamus	luohttevašvuohta
luottamus	oskál
luottamusmies	luohttámušolmmoš
luottamusmies	luohttámušalmmái
luottokortti	kredihttakoarta
luova	luovvi
lupa	lohpi
lupaus	lohpádus
lupikka	rávda
luppakorva	šluŋki
lusikallinen	gaccastat
lusikka	baste
luu	dákti
luukku	luŋká
luukyhmy	uddu
luukäsityö	čoarveduodji
luulaja	julev
luulajansaame	julevsámegiella
luulajansaame	julevsápmi
luulajansaame	julevusámegiella
luulajansaamelainen	julevsápmi
luulajansaamelainen	julevsápmelaš
luunaskali	soairu
luunsiru	čiekka
luupuukko	čoarveniibi
luuta	suohpal
luuta	luvdá
lyhenne	oanádus
lyhty	likta
lyijy	ladju
lyijykynä	bliánta
lyijykynä	liánta
lyijäri	bliánta
lyijäri	liánta
lykkäys	vuordin
lynkkysuoli	seakkalággá
lypsäjä	bahčči
lähde	gáldu
lähde	ája
lähdekoodi	gáldokoda
läheisyys	lagasvuohta
lähetti	gohčostat
lähetys	sátta
lähistö	lahkosat
lähiympäristö	birrasat
lähtö	vuolgga
lähtökohta	vuolggasadji
läjä	látna
läjä	skumpa
läksy	leaksu
läksy	ruovttubargu
lämminmaa	lieggariika
lämpö	liekkas
lämpötila	temperatuvra
länkisääri	reavri
länkisääri	reavvi
länsi	davvi
länsi	oarji
länsi	viesttar
länsimaa	oarjeriika
länsimaailma	oarjemáilbmi
länsipuoli	oarjjabeale
länsisaame	oarjelsámegiella
länsisaamelainen	oarjelsápmi
länsituuli	viesttar
