абсолютнӧй	абсолютный
дзабыртны	схватить
дзавйыны	расщепить
дзавйысьны	расщепиться
дзажгыны	жужжать
дзажгыны	трещать
дзажгыны	шуршать
дзажмунны	зашипеть
дзажмунны	затрещать
дзажмунны	зашуршать
дзайгысьны	попрошайничать
дзаравны	рассветать
дзаркнитны	блеснуть
дзеблавны	скрывать
дзеблавны	укрывать
дзеблавны	хоронить
дзебны	укрыть
дзебсьыны	притаиться
дзебсьыны	затаиться
дзебсьыны	хоронить
дзебсьыны	дезертировать
дзебсясьны	прятаться
дзебсясьны	дезертировать
дзенӧдны	бахать
дзерӧдны	обижать
дзибыртчыны	перевернуться
дзивӧдчыны	пищать
дзивӧдчыны	пиликать
дзижмунны	прошипеть
дзижмунны	прожужжать
дзижмунны	пронестись
дзижнитны	обжечь
дзизгыны	гудеть
дзизъявны	сновать
дзирдавны	гореть
дзирдыштлыны	сбегать
дзирдыштны	побежать
дзирдыштны	промелькнуть
дзирмӧдчыны	закалиться
дзирньӧдлыны	вертеть
дзирнясьны	шататься
дзобгыны	тряхнуть
дзобгыны	боднуть
дзобнитны	боднуть
дзоллясьны	капать
дзольгыны	журчать
дзоляммыны	уменьшиться
дзоньтавны	восстанавливать
дзоньтыны	восстановить
дзоридзавны	цвести
дзорӧдны	оттаскать
дзуглыны	перепутать
дзугльӧдлыны	тошнить
дзугсьыны	взъерошиться
дзугсьыны	дезориентироваться
дзугсьыны	сбиться
дзужгыны	шипеть
дзужгыны	скрипеть
дзужнитны	обжечь
дзужъявны	ездить
дзулькнитны	выплеснуть
дзумйӧдлыны	окунать
дзумӧдны	щекотать
дзуркнитны	скрипнуть
